Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
51130,7116,4045,205,19604,6,475,958,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.6826722338205,958.0,0.0,958.0,958.0,0.0,0.0,0.0,0.0,0.0,958.0,958.0,0.0,958.0,958.0,0,0,0,0,0,40,0.0,2087.6826722338205,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12676,25886,10159,200,9020,6,832,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.66666666667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13333.333333333336,13333.333333333336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32768,0,0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,75.0,2
12682,25883,9020,203,49784,6,2627,309,3,1,2806.0,1388.0,1388.0,30.0,935.3333333333336,784.0416655595117,1388.0,1388.0,1388.0,0.0,13572815.533980586,12944.983818770226,103.0,29.546573405388315,127.0,70.0,197.0,98.5,40.30508652763321,127.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,32,9708.737864077671,3236.245954692557,30.0,1388.0,1116.4,607.3160626889429,368832.8,0,0,0,0,1,0,0,0,0.0,1395.5,935.3333333333336,1388.0,0,0,0,0,0,0,3,2806,1,1388,-1,1869,3,0,0.0,0.0,0.0,0.0,103.0,29.546573405388315,127.0,70.0,3
13697,25883,60147,233,8899,17,3261,5,1,1,32.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,12799999.999999998,400000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,200000.0,200000.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,32.0,32.0,0,0,0,0,0,0,1,32,1,32,-1,-1,1,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,2
63100,25889,58485,258,443,6,1654,77,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,37610389.61038961,25974.025974025968,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,77.0,77.0,0,0,0,0,0,64,0.0,25974.025974025968,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,41,0,0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,77.0,2
12695,25886,52739,200,9020,6,2199,145,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,9779310.344827589,13793.103448275862,145.0,0.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,0.0,145.0,145.0,0,0,0,0,0,64,0.0,13793.103448275862,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,145.0,0.0,145.0,145.0,4
13158,25883,51991,233,8899,17,3248,17,2,1,64.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,5647058.823529412,176470.58823529413,8.5,4.949747468305833,12.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,117647.0588235294,58823.52941176471,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.66666666666666,32.0,32.0,0,0,0,0,0,0,2,64,1,32,-1,-1,2,0,0.0,0.0,0.0,0.0,8.5,4.949747468305833,12.0,5.0,2
46833,25925,443,204,44024,6,3000,88,1,1,1448.0,1448.0,1448.0,1448.0,1448.0,0.0,1448.0,1448.0,1448.0,0.0,32909090.90909091,22727.272727272728,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11363.636363636364,11363.636363636364,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2172.0,1448.0,1448.0,0,0,0,0,0,0,1,1448,1,1448,-1,155,1,0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,88.0,2
12446,25883,10000,203,10101,17,3473,190,2,1,2860.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,22578947.36842105,15789.473684210525,95.0,28.284271247461906,115.0,75.0,115.0,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,10526.315789473683,5263.157894736842,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1906.666666666667,1430.0,1430.0,0,0,0,0,0,0,2,2860,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,95.0,28.284271247461906,115.0,75.0,2
12446,25883,10000,203,10101,17,3465,297,3,1,4290.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,19259259.259259254,13468.013468013469,99.0,25.11971337416094,114.0,70.0,184.0,92.0,31.11269837220809,114.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,10101.0101010101,3367.0033670033667,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1787.5,1430.0,1430.0,0,0,0,0,0,0,3,4290,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,99.0,25.11971337416094,114.0,70.0,2
12708,25886,53190,200,9020,6,3757,144,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.33333333333,72.0,1.4142135623730951,73.0,71.0,73.0,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,13888.888888888889,6944.444444444444,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32421,0,0,0.0,0.0,0.0,0.0,72.0,1.4142135623730951,73.0,71.0,1
13692,25883,60142,233,8899,17,3260,178,1,1,32.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,359550.5617977528,11235.955056179777,178.0,0.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5617.977528089888,5617.977528089888,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,32.0,32.0,0,0,0,0,0,0,1,32,1,32,-1,-1,1,0,0.0,0.0,0.0,0.0,178.0,0.0,178.0,178.0,2
64019,25889,48784,477,443,6,1626,119,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,24336134.45378151,16806.722689075632,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,0.0,119.0,119.0,0,0,0,0,0,64,0.0,16806.722689075632,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,285,0,0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,119.0,2
62338,25889,60066,233,8011,17,3467,24,2,1,70.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,4375000.0,125000.0,12.0,11.31370849898476,20.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,83333.33333333331,41666.66666666666,35.0,35.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,46.66666666666666,35.0,35.0,0,0,0,0,0,0,2,70,1,35,-1,-1,2,0,0.0,0.0,0.0,0.0,12.0,11.31370849898476,20.0,4.0,2
12698,25886,52930,200,9020,6,670,147,0,3,0.0,4164.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,28326530.612244897,20408.163265306124,73.5,0.7071067811865476,74.0,73.0,0.0,0.0,0.0,0.0,0.0,147.0,73.5,0.7071067811865476,74.0,73.0,0,0,0,0,0,96,0.0,20408.163265306124,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0.0,0.0,0.0,0.0,73.5,0.7071067811865476,74.0,73.0,2
59578,22289,5284,205,19604,6,478,2661,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.597143930853,2661.0,0.0,2661.0,2661.0,0.0,0.0,0.0,0.0,0.0,2661.0,2661.0,0.0,2661.0,2661.0,0,0,0,0,0,40,0.0,751.597143930853,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,2661.0,0.0,2661.0,2661.0,0
12695,25886,52739,200,9020,6,2373,116,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,12224137.931034485,17241.379310344826,116.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,0.0,116.0,116.0,0,0,0,0,0,64,0.0,17241.379310344826,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,4
63683,25889,51301,294,443,6,1155,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27777.777777777777,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,13888.888888888889,13888.888888888889,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,20440,0,0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,72.0,2
62335,25889,60064,233,8899,17,3225,41,8,1,256.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,7024390.243902437,219512.19512195128,5.125,2.748376143938713,10.0,3.0,32.0,4.571428571428571,2.439750182371333,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,8,195121.9512195121,24390.243902439022,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.555555555555564,32.0,32.0,0,0,0,0,0,0,8,256,1,32,-1,-1,8,0,0.0,0.0,0.0,0.0,5.125,2.748376143938713,10.0,3.0,2
12723,25886,56275,200,9020,6,1502,81,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,17506172.83950617,24691.35802469136,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,81.0,81.0,0,0,0,0,0,64,0.0,24691.35802469136,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,81.0,2
12690,25886,52717,200,9020,6,1898,161,0,3,0.0,2806.0,0.0,0.0,0.0,0.0,1388.0,30.0,935.3333333333336,784.0416655595117,17428571.42857143,18633.540372670806,80.5,9.192388155425116,87.0,74.0,0.0,0.0,0.0,0.0,0.0,161.0,80.5,9.192388155425116,87.0,74.0,0,0,0,0,0,96,0.0,18633.540372670806,30.0,1388.0,1048.5,679.0,461041.0,0,0,0,0,1,0,0,0,0.0,1398.0,0.0,935.3333333333336,0,0,0,0,0,0,0,0,3,2806,-1,1869,0,0,0.0,0.0,0.0,0.0,80.5,9.192388155425116,87.0,74.0,4
46988,25888,55524,292,443,6,2542,98,0,2,0.0,2051.0,0.0,0.0,0.0,0.0,1460.0,591.0,1025.5,614.4757928511098,20928571.42857143,20408.163265306124,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,0.0,98.0,98.0,0,0,0,0,0,40,0.0,20408.163265306124,591.0,1460.0,1170.3333333333333,501.7173839257848,251720.33333333328,0,0,0,0,1,0,0,0,0.0,1755.5,0.0,1025.5,0,0,0,0,0,0,0,0,2,2051,-1,30016,0,0,0.0,0.0,0.0,0.0,98.0,0.0,98.0,98.0,4
12722,25886,56266,200,9020,6,1387,151,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19867.54966887417,75.5,0.7071067811865476,76.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,13245.033112582783,6622.516556291392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32679,0,0,0.0,0.0,0.0,0.0,75.5,0.7071067811865476,76.0,75.0,2
328,25889,55878,188,443,6,394,143,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20979.020979020977,71.5,0.7071067811865476,72.0,71.0,71.0,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,13986.013986013986,6993.006993006993,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,2944,0,0,0.0,0.0,0.0,0.0,71.5,0.7071067811865476,72.0,71.0,1
110,25883,56361,121,10101,17,2978,74,0,2,0.0,72.0,0.0,0.0,0.0,0.0,40.0,32.0,36.0,5.656854249492381,972972.972972973,27027.027027027027,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,74.0,74.0,0,0,0,0,0,16,0.0,27027.027027027027,32.0,40.0,37.333333333333336,4.618802153517006,21.33333333333333,0,0,0,0,0,0,0,0,0.0,56.0,0.0,36.0,0,0,0,0,0,0,0,0,2,72,-1,-1,0,0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,74.0,2
47156,7,443,205,43238,6,3584,86,1,1,1441.0,1441.0,1441.0,1441.0,1441.0,0.0,1441.0,1441.0,1441.0,0.0,33511627.906976745,23255.81395348837,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11627.906976744183,11627.906976744183,1441.0,1441.0,1441.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2161.5,1441.0,1441.0,0,0,0,0,0,0,1,1441,1,1441,-1,252,1,0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,86.0,2
272,25889,46382,176,80,6,64,113,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,25628318.5840708,17699.115044247792,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,0.0,113.0,113.0,0,0,0,0,0,64,0.0,17699.115044247792,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,122,0,0,0.0,0.0,0.0,0.0,113.0,0.0,113.0,113.0,1
12700,25883,9020,203,52942,6,713,83,1,1,30.0,1388.0,30.0,30.0,30.0,0.0,1388.0,1388.0,1388.0,0.0,17084337.349397592,24096.38554216868,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12048.192771084336,12048.192771084336,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,1.0,1403.0,30.0,1388.0,0,0,0,0,0,0,1,30,1,1388,-1,1869,1,0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,83.0,2
63463,57908,443,205,32897,6,1032,84,0,2,0.0,2920.0,0.0,0.0,0.0,0.0,1460.0,1460.0,1460.0,0.0,34761904.76190476,23809.52380952381,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,84.0,0,0,0,0,0,40,0.0,23809.52380952381,1460.0,1460.0,1460.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2190.0,0.0,1460.0,0,0,0,0,0,0,0,0,2,2920,-1,15544,0,0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,84.0,2
63113,25889,34887,283,443,6,1266,121,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,23933884.29752066,16528.92561983471,121.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.0,121.0,121.0,0,0,0,0,0,64,0.0,16528.92561983471,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,155,0,0,0.0,0.0,0.0,0.0,121.0,0.0,121.0,121.0,2
12682,25883,9020,203,49784,6,2706,124,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16129.032258064515,124.0,0.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,124.0,124.0,0.0,124.0,124.0,0,0,0,0,0,64,0.0,16129.032258064515,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32768,0,0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,124.0,3
12447,25883,56361,203,10101,17,3335,285,3,1,4290.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,20070175.43859649,14035.087719298248,95.0,20.808652046684813,108.0,71.0,214.0,107.0,1.4142135623730951,108.0,106.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,10526.315789473683,3508.771929824561,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1787.5,1430.0,1430.0,0,0,0,0,0,0,3,4290,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,95.0,20.808652046684813,108.0,71.0,2
12446,25883,10000,203,10101,17,3474,251,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,11394422.310756976,7968.127490039841,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3984.063745019921,3984.063745019921,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,251.0,0.0,251.0,251.0,2
47156,7,443,205,43238,6,3324,229,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17467.248908296944,76.33333333333333,5.859465277082317,83.0,72.0,0.0,0.0,0.0,0.0,0.0,229.0,76.33333333333333,5.859465277082317,83.0,72.0,0,0,0,0,0,176,0.0,17467.248908296944,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,-1,8170,0,0,0.0,0.0,0.0,0.0,76.33333333333333,5.859465277082317,83.0,72.0,2
12447,25883,56361,203,10101,17,3348,251,3,1,4290.0,20.0,1430.0,1430.0,1430.0,0.0,20.0,20.0,20.0,0.0,17171314.74103586,15936.254980079682,83.66666666666667,23.75570107012911,111.0,68.0,179.0,89.5,30.40559159102155,111.0,68.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,11952.19123505976,3984.063745019921,20.0,1430.0,866.0,772.2888060822843,596430.0,0,0,0,0,0,0,0,0,0.0,1082.5,1430.0,20.0,0,0,0,0,0,0,3,4290,1,20,-1,-1,3,0,0.0,0.0,0.0,0.0,83.66666666666667,23.75570107012911,111.0,68.0,2
12447,25883,56361,203,10101,17,3339,122,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,23442622.95081967,16393.442622950817,122.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8196.721311475409,8196.721311475409,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,122.0,2
56630,16894,8567,205,19604,6,558,3939,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.7430820005078,3939.0,0.0,3939.0,3939.0,0.0,0.0,0.0,0.0,0.0,3939.0,3939.0,0.0,3939.0,3939.0,0,0,0,0,0,40,0.0,507.7430820005078,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,3939.0,0.0,3939.0,3939.0,0
12687,25886,52704,200,9020,6,1711,150,0,3,0.0,4164.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,27760000.000000004,20000.0,75.0,1.4142135623730951,76.0,74.0,0.0,0.0,0.0,0.0,0.0,150.0,75.0,1.4142135623730951,76.0,74.0,0,0,0,0,0,96,0.0,20000.0,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0.0,0.0,0.0,0.0,75.0,1.4142135623730951,76.0,74.0,4
12447,25883,56361,203,10101,17,3327,238,1,1,185.0,970.0,185.0,185.0,185.0,0.0,970.0,970.0,970.0,0.0,4852941.176470588,8403.361344537814,238.0,0.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4201.680672268907,4201.680672268907,185.0,970.0,708.3333333333333,453.2199613138562,205408.33333333328,0,0,0,0,0,0,0,0,1.0,1062.5,185.0,970.0,0,0,0,0,0,0,1,185,1,970,-1,-1,1,0,0.0,0.0,0.0,0.0,238.0,0.0,238.0,238.0,2
12446,25883,10000,203,10101,17,3475,118,1,1,1418.0,1430.0,1418.0,1418.0,1418.0,0.0,1430.0,1430.0,1430.0,0.0,24135593.220338985,16949.15254237288,118.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8474.57627118644,8474.57627118644,1418.0,1430.0,1426.0,6.92820323027551,48.0,0,0,0,0,0,0,0,0,1.0,2139.0,1418.0,1430.0,0,0,0,0,0,0,1,1418,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,118.0,2
63625,25889,46772,294,443,6,250,86,1,1,1460.0,1460.0,1460.0,1460.0,1460.0,0.0,1460.0,1460.0,1460.0,0.0,33953488.37209302,23255.81395348837,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11627.906976744183,11627.906976744183,1460.0,1460.0,1460.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2190.0,1460.0,1460.0,0,0,0,0,0,0,1,1460,1,1460,-1,32120,1,0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,86.0,1
13764,25883,60214,233,8899,17,3274,235,3,1,96.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,544680.8510638297,17021.276595744686,78.33333333333333,129.62381468439094,228.0,2.0,230.0,115.0,159.80613254815975,228.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,12765.957446808508,4255.319148936172,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,40.0,32.0,32.0,0,0,0,0,0,0,3,96,1,32,-1,-1,3,0,0.0,0.0,0.0,0.0,78.33333333333333,129.62381468439094,228.0,2.0,2
12695,25886,52739,200,9020,6,2296,122,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.442622950817,122.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8196.721311475409,8196.721311475409,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32679,0,0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,122.0,4
62691,25889,64778,233,9988,17,3218,5,3,1,96.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,25600000.0,799999.9999999999,1.6666666666666667,0.5773502691896257,2.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,600000.0,200000.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,40.0,32.0,32.0,0,0,0,0,0,0,3,96,1,32,-1,-1,3,0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2
